time,C1W,C2W,D1W,D2W,L1W,L2W,sv
2022-11-20 12:54:00,23157767.72,23157772.04,3245.761,2529.164,121694903.177,94827218.03,G15
2022-11-20 12:54:30,23139269.58,23139273.84,3234.964,2520.751,121597692.504,94751469.56,G15
2022-11-20 12:55:00,23120831.58,23120836.22,3224.263,2512.413,121500804.729,94675972.689,G15
2022-11-20 12:55:30,23102456.04,23102460.86,3213.222,2503.81,121404242.767,94600729.699,G15
2022-11-20 12:56:00,23084142.88,23084148.6,3202.178,2495.204,121308009.044,94525742.473,G15
2022-11-20 12:56:30,23065894.5,23065897.76,3191.329,2486.75,121212106.444,94451013.26,G15
2022-11-20 12:57:00,23047707.74,23047711.64,3180.1,2478.0,121116537.408,94376543.975,G15
2022-11-20 12:57:30,23029585.38,23029590.06,3168.721,2469.133,121021304.906,94302336.923,G15
2022-11-20 12:58:00,23011528.3,23011532.76,3157.363,2460.283,120926411.467,94228394.043,G15
2022-11-20 12:58:30,22993535.96,22993540.3,3145.976,2451.41,120831859.776,94154717.5,G15
2022-11-20 12:59:00,22975607.96,22975612.92,3134.513,2442.478,120737652.23,94081309.071,G15
2022-11-20 12:59:30,22957747.02,22957751.42,3122.824,2433.369,120643791.873,94008171.202,G15
2022-11-20 13:00:00,22939953.28,22939956.86,3111.15,2424.273,120550281.295,93935305.874,G15
2022-11-20 13:00:30,22922225.82,22922228.18,3099.172,2414.939,120457123.108,93862715.148,G15
2022-11-20 13:01:00,22904565.58,22904569.48,3087.59,2405.915,120364319.88,93790401.015,G15
2022-11-20 13:01:30,22886973.08,22886976.6,3075.302,2396.34,120271874.295,93718365.551,G15
2022-11-20 13:02:00,22869450.26,22869453.72,3063.468,2387.118,120179789.2,93646611.009,G15
2022-11-20 13:02:30,22851996.6,22851999.8,3051.359,2377.682,120088067.19,93575139.381,G15
2022-11-20 13:03:00,22834610.52,22834615.26,3039.069,2368.106,119996710.506,93503952.418,G15
2022-11-20 13:03:30,22817296.08,22817301.4,3026.762,2358.516,119905722.244,93433052.539,G15
2022-11-20 13:04:00,22800052.2,22800056.98,3014.343,2348.838,119815105.109,93362441.885,G15
2022-11-20 13:04:30,22782879.76,22782884.3,3001.789,2339.056,119724861.827,93292122.5,G15
2022-11-20 13:05:00,22765778.72,22765782.3,2989.404,2329.406,119634994.72,93222096.26,G15
2022-11-20 13:05:30,22748749.14,22748753.54,2976.613,2319.439,119545506.524,93152365.272,G15
2022-11-20 13:06:00,22731793.44,22731797.32,2963.887,2309.522,119456399.717,93082931.458,G15
2022-11-20 13:06:30,22714910.16,22714913.28,2951.006,2299.485,119367677.319,93013797.195,G15
2022-11-20 13:07:00,22698100.1,22698103.82,2938.009,2289.358,119279341.762,92944964.37,G15
2022-11-20 13:07:30,22681364.04,22681369.56,2925.04,2279.252,119191395.903,92876435.193,G15
2022-11-20 13:08:00,22664702.78,22664708.12,2911.807,2268.94,119103842.215,92808211.607,G15
2022-11-20 13:08:30,22648117.36,22648121.5,2898.611,2258.658,119016683.145,92740295.506,G15
2022-11-20 13:09:00,22631606.98,22631611.8,2885.363,2248.334,118929921.566,92672689.146,G15
2022-11-20 13:09:30,22615172.76,22615176.92,2872.061,2237.97,118843559.909,92605394.391,G15
2022-11-20 13:10:00,22598815.36,22598819.52,2858.573,2227.46,118757601.036,92538413.523,G15
2022-11-20 13:10:30,22582535.58,22582538.94,2844.947,2216.842,118672047.703,92471748.654,G15
2022-11-20 13:11:00,22566333.0,22566336.64,2831.321,2206.224,118586902.077,92405401.464,G15
2022-11-20 13:11:30,22550207.7,22550211.46,2817.718,2195.625,118502166.952,92339374.158,G15
2022-11-20 13:12:00,22534161.82,22534166.12,2803.883,2184.844,118417844.861,92273668.685,G15
2022-11-20 13:12:30,22518194.76,22518198.74,2790.003,2174.028,118333938.577,92208287.232,G15
2022-11-20 13:13:00,22502307.86,22502311.94,2775.945,2163.074,118250450.756,92143231.818,G15
2022-11-20 13:13:30,22486500.76,22486504.9,2761.835,2152.079,118167383.819,92078504.399,G15
2022-11-20 13:14:00,22470773.96,22470778.46,2747.684,2141.052,118084740.246,92014106.859,G15
2022-11-20 13:14:30,22455128.9,22455132.8,2733.443,2129.955,118002523.201,91950041.661,G15
2022-11-20 13:15:00,22439564.98,22439569.06,2719.078,2118.762,117920734.641,91886310.363,G15
2022-11-20 13:15:30,22424083.08,22424086.74,2704.722,2107.575,117839377.359,91822915.115,G15
2022-11-20 13:16:00,22408684.12,22408687.86,2690.202,2096.261,117758453.954,91759857.947,G15
2022-11-20 13:16:30,22393368.02,22393371.6,2675.594,2084.878,117677966.774,91697140.703,G15
2022-11-20 13:17:00,22378135.4,22378138.98,2660.821,2073.367,117597918.516,91634765.464,G15
2022-11-20 13:17:30,22362986.22,22362990.2,2646.128,2061.918,117518311.621,91572734.147,G15
2022-11-20 13:18:00,22347922.02,22347925.84,2631.378,2050.425,117439148.918,91511048.963,G15
2022-11-20 13:18:30,22332943.2,22332946.92,2616.492,2038.825,117360432.914,91449711.852,G15
2022-11-20 13:19:00,22318049.12,22318052.88,2601.462,2027.114,117282166.011,91388724.689,G15
2022-11-20 13:19:30,22303240.96,22303245.46,2586.212,2015.23,117204350.783,91328089.484,G15
2022-11-20 13:20:00,22288519.98,22288523.78,2571.127,2003.475,117126989.58,91267808.062,G15
2022-11-20 13:20:30,22273885.22,22273890.12,2555.906,1991.615,117050085.205,91207882.615,G15
2022-11-20 13:21:00,22259337.96,22259342.56,2540.47,1979.587,116973639.888,91148314.869,G15
2022-11-20 13:21:30,22244879.04,22244883.48,2525.206,1967.693,116897656.279,91089106.897,G15
2022-11-20 13:22:00,22230508.16,22230512.36,2509.558,1955.499,116822136.827,91030260.603,G15
2022-11-20 13:22:30,22216225.74,22216230.5,2494.027,1943.397,116747083.948,90971777.883,G15
2022-11-20 13:23:00,22202033.36,22202037.14,2478.31,1931.15,116672500.364,90913660.824,G15
2022-11-20 13:23:30,22187930.42,22187934.12,2462.485,1918.82,116598388.116,90855911.063,G15
2022-11-20 13:24:00,22173917.22,22173920.9,2446.604,1906.445,116524750.147,90798530.868,G15
2022-11-20 13:24:30,22159994.94,22159999.3,2430.814,1894.141,116451588.65,90741521.938,G15
2022-11-20 13:25:00,22146163.94,22146167.98,2414.753,1881.626,116378905.976,90684886.129,G15
2022-11-20 13:25:30,22132424.46,22132428.86,2398.6,1869.039,116306704.382,90628625.176,G15
2022-11-20 13:26:00,22118776.84,22118781.02,2382.641,1856.603,116234986.824,90572741.395,G15
2022-11-20 13:26:30,22105221.98,22105226.28,2366.271,1843.848,116163755.32,90517236.358,G15
2022-11-20 13:27:00,22091759.98,22091764.08,2349.813,1831.023,116093012.422,90462112.054,G15
2022-11-20 13:27:30,22078391.44,22078395.84,2333.47,1818.288,116022760.68,90407370.453,G15
2022-11-20 13:28:00,22065116.8,22065121.16,2316.97,1805.432,115953002.144,90353013.177,G15
2022-11-20 13:28:30,22051936.56,22051941.02,2300.433,1792.545,115883739.074,90299041.986,G15
2022-11-20 13:29:00,22038850.88,22038854.96,2283.844,1779.619,115814974.247,90245459.025,G15
2022-11-20 13:29:30,22025860.76,22025864.86,2267.127,1766.592,115746709.796,90192265.969,G15
2022-11-20 13:30:00,22012966.52,22012970.38,2250.25,1753.442,115678948.444,90139464.94,G15
2022-11-20 13:30:30,22000167.96,22000171.76,2233.438,1740.341,115611691.755,90087057.157,G15
2022-11-20 13:31:00,21987465.86,21987469.96,2216.486,1727.132,115544942.599,90035044.852,G15
2022-11-20 13:31:30,21974860.98,21974865.0,2199.457,1713.863,115478703.281,89983429.824,G15
2022-11-20 13:32:00,21962353.26,21962357.48,2182.256,1700.459,115412975.952,89932213.739,G15
2022-11-20 13:32:30,21949943.76,21949947.68,2165.121,1687.107,115347762.89,89881398.399,G15
2022-11-20 13:33:00,21937632.02,21937636.18,2147.863,1673.66,115283066.27,89830985.471,G15
2022-11-20 13:33:30,21925419.66,21925423.64,2130.592,1660.202,115218888.437,89780976.807,G15
2022-11-20 13:34:00,21913306.02,21913309.94,2113.244,1646.684,115155231.712,89731374.181,G15
2022-11-20 13:34:30,21901292.18,21901296.16,2095.719,1633.028,115092098.21,89682179.27,G15
2022-11-20 13:35:00,21889377.98,21889382.12,2078.185,1619.365,115029490.18,89633393.815,G15
2022-11-20 13:35:30,21877564.74,21877568.88,2060.622,1605.679,114967410.042,89585019.706,G15
2022-11-20 13:36:00,21865852.14,21865856.22,2042.879,1591.854,114905859.824,89537058.518,G15
2022-11-20 13:36:30,21854240.62,21854244.76,2025.043,1577.956,114844841.868,89489512.073,G15
2022-11-20 13:37:00,21842731.04,21842734.96,2007.247,1564.088,114784357.983,89442381.787,G15
2022-11-20 13:37:30,21831323.3,21831327.5,1989.319,1550.118,114724410.178,89395669.239,G15
2022-11-20 13:38:00,21820018.16,21820022.04,1971.285,1536.066,114665001.274,89349376.605,G15
2022-11-20 13:38:30,21808816.18,21808819.46,1953.296,1522.049,114606132.961,89303505.206,G15
2022-11-20 13:39:00,21797716.94,21797720.6,1935.123,1507.888,114547807.459,89258056.788,G15
2022-11-20 13:39:30,21786721.5,21786725.72,1916.868,1493.663,114490027.012,89213033.069,G15
2022-11-20 13:40:00,21775830.56,21775834.18,1898.78,1479.569,114432793.472,89168435.52,G15
2022-11-20 13:40:30,21765043.7,21765047.66,1880.202,1465.093,114376109.05,89124265.86,G15
2022-11-20 13:41:00,21754362.08,21754365.94,1861.953,1450.873,114319975.62,89080525.544,G15
2022-11-20 13:41:30,21743785.58,21743789.28,1843.418,1436.43,114264395.319,89037216.237,G15
2022-11-20 13:42:00,21733314.36,21733318.44,1824.85,1421.961,114209370.319,88994339.634,G15
2022-11-20 13:42:30,21722949.4,21722953.5,1806.307,1407.512,114154902.438,88951897.152,G15
2022-11-20 13:43:00,21712691.22,21712695.08,1787.639,1392.966,114100993.78,88909890.428,G15
2022-11-20 13:43:30,21702539.46,21702543.5,1768.875,1378.344,114047646.195,88868320.91,G15
2022-11-20 13:44:00,21692495.04,21692498.72,1750.052,1363.677,113994861.739,88827190.187,G15
2022-11-20 13:44:30,21682557.64,21682561.66,1731.295,1349.061,113942642.278,88786499.727,G15
2022-11-20 13:45:00,21672728.4,21672732.42,1712.332,1334.285,113890989.935,88746251.169,G15
2022-11-20 13:45:30,21663007.6,21663011.7,1693.286,1319.443,113839906.566,88706445.966,G15
2022-11-20 13:46:00,21653395.28,21653399.44,1674.26,1304.618,113789393.712,88667085.317,G15
2022-11-20 13:46:30,21643892.08,21643895.94,1655.072,1289.666,113739453.636,88628170.995,G15
2022-11-20 13:47:00,21634498.0,21634501.9,1635.919,1274.742,113690088.085,88589704.356,G15
2022-11-20 13:47:30,21625214.16,21625217.46,1616.693,1259.761,113641299.051,88551686.933,G15
2022-11-20 13:48:00,21616039.94,21616043.54,1597.341,1244.681,113593088.231,88514120.07,G15
2022-11-20 13:48:30,21606976.06,21606979.66,1577.884,1229.52,113545457.335,88477005.099,G15
2022-11-20 13:49:00,21598022.88,21598026.54,1558.56,1214.462,113498408.322,88440343.541,G15
2022-11-20 13:49:30,21589180.78,21589184.3,1539.179,1199.36,113451942.568,88404136.468,G15
2022-11-20 13:50:00,21580450.1,21580453.58,1519.591,1184.097,113406062.28,88368385.609,G15
2022-11-20 13:50:30,21571830.98,21571834.62,1500.008,1168.838,113360769.135,88333092.263,G15
2022-11-20 13:51:00,21563323.9,21563327.72,1480.383,1153.545,113316065.018,88298257.899,G15
2022-11-20 13:51:30,21554929.18,21554933.12,1460.608,1138.136,113271950.911,88263883.28,G15
2022-11-20 13:52:00,21546647.2,21546651.26,1440.798,1122.7,113228429.004,88229970.122,G15
2022-11-20 13:52:30,21538478.14,21538482.36,1420.976,1107.254,113185500.987,88196519.732,G15
2022-11-20 13:53:00,21530422.32,21530426.8,1401.129,1091.788,113143168.437,88163533.345,G15
2022-11-20 13:53:30,21522480.5,21522484.74,1381.2,1076.26,113101433.058,88131012.285,G15
2022-11-20 13:54:00,21514652.54,21514656.78,1361.071,1060.574,113060296.212,88098957.612,G15
2022-11-20 13:54:30,21506938.78,21506942.9,1341.187,1045.081,113019759.641,88067370.688,G15
2022-11-20 13:55:00,21499339.38,21499343.54,1321.028,1029.372,112979824.869,88036252.696,G15
2022-11-20 13:55:30,21491855.06,21491859.0,1300.986,1013.756,112940493.475,88005604.869,G15
2022-11-20 13:56:00,21484485.78,21484489.7,1280.753,997.99,112901767.016,87975428.418,G15
2022-11-20 13:56:30,21477231.74,21477235.54,1260.613,982.296,112863646.952,87945724.482,G15
2022-11-20 13:57:00,21470093.5,21470097.18,1240.245,966.425,112826134.854,87916494.285,G15
2022-11-20 13:57:30,21463071.18,21463074.72,1219.926,950.592,112789232.055,87887738.869,G15
2022-11-20 13:58:00,21456164.94,21456168.7,1199.528,934.697,112752940.074,87859459.413,G15
2022-11-20 13:58:30,21449375.06,21449378.9,1179.083,918.766,112717259.93,87831656.712,G15
2022-11-20 13:59:00,21442702.18,21442705.92,1158.604,902.809,112682193.389,87804332.14,G15
2022-11-20 13:59:30,21436146.36,21436149.96,1137.978,886.736,112647742.041,87777486.942,G15
2022-11-20 14:00:00,21429707.64,21429711.44,1117.515,870.791,112613906.886,87751121.894,G15
2022-11-20 14:00:30,21423386.54,21423390.38,1096.892,854.721,112580689.636,87725238.331,G15
2022-11-20 14:01:00,21417183.32,21417187.06,1076.276,838.657,112548091.127,87699836.901,G15
2022-11-20 14:01:30,21411098.14,21411101.76,1055.556,822.511,112516112.743,87674918.685,G15
2022-11-20 14:02:00,21405131.04,21405134.7,1034.794,806.333,112484756.123,87650484.961,G15
2022-11-20 14:02:30,21399282.3,21399286.2,1014.051,790.17,112454021.979,87626536.284,G15
2022-11-20 14:03:00,21393552.64,21393556.5,993.293,773.995,112423911.843,87603073.846,G15
2022-11-20 14:03:30,21387941.86,21387945.76,972.439,757.744,112394426.921,87580098.59,G15
2022-11-20 14:04:00,21382450.14,21382454.24,951.532,741.454,112365568.416,87557611.451,G15
2022-11-20 14:04:30,21377078.04,21377081.96,930.593,725.138,112337337.527,87535613.365,G15
2022-11-20 14:05:00,21371825.64,21371829.46,909.54,708.732,112309735.222,87514105.079,G15
2022-11-20 14:05:30,21366692.82,21366696.7,888.622,692.433,112282762.552,87493087.424,G15
2022-11-20 14:06:00,21361679.96,21361684.08,867.462,675.944,112256420.565,87472561.21,G15
2022-11-20 14:06:30,21356787.52,21356791.66,846.461,659.58,112230710.582,87452527.476,G15
2022-11-20 14:07:00,21352015.58,21352019.52,825.279,643.074,112205633.466,87432986.875,G15
2022-11-20 14:07:30,21347364.3,21347368.36,804.128,626.593,112181190.565,87413940.466,G15
2022-11-20 14:08:00,21342833.82,21342837.82,783.017,610.143,112157382.545,87395388.777,G15
2022-11-20 14:08:30,21338424.42,21338428.18,761.79,593.603,112134210.335,87377332.521,G15
2022-11-20 14:09:00,21334136.12,21334139.8,740.558,577.058,112111674.998,87359772.529,G15
2022-11-20 14:09:30,21329969.04,21329972.86,719.28,560.478,112089777.42,87342709.492,G15
2022-11-20 14:10:00,21325923.68,21325927.44,698.048,543.933,112068518.729,87326144.292,G15
2022-11-20 14:10:30,21322000.08,21322003.7,676.662,527.269,112047899.457,87310077.339,G15
2022-11-20 14:11:00,21318198.06,21318201.76,655.326,510.643,112027920.266,87294509.149,G15
2022-11-20 14:11:30,21314518.22,21314521.92,633.887,493.938,112008582.534,87279440.794,G15
2022-11-20 14:12:00,21310960.58,21310964.2,612.415,477.207,111989886.524,87264872.487,G15
2022-11-20 14:12:30,21307525.04,21307528.66,591.057,460.564,111971833.215,87250804.982,G15
2022-11-20 14:13:00,21304212.02,21304215.78,569.618,443.858,111954423.705,87237239.138,G15
2022-11-20 14:13:30,21301021.66,21301025.44,548.147,427.128,111937658.266,87224175.172,G15
2022-11-20 14:14:00,21297954.08,21297957.8,526.488,410.251,111921537.998,87211613.93,G15
2022-11-20 14:14:30,21295009.26,21295012.94,505.089,393.575,111906063.23,87199555.679,G15
2022-11-20 14:15:00,21292187.42,21292191.22,483.518,376.767,111891234.673,87188000.968,G15
2022-11-20 14:15:30,21289488.8,21289492.5,461.977,359.982,111877052.977,87176950.304,G15
2022-11-20 14:16:00,21286913.32,21286916.94,440.379,343.153,111863518.707,87166404.126,G15
2022-11-20 14:16:30,21284461.08,21284464.8,418.742,326.293,111850632.425,87156362.879,G15
2022-11-20 14:17:00,21282132.34,21282136.0,397.166,309.48,111838394.653,87146826.951,G15
2022-11-20 14:17:30,21279927.1,21279930.78,375.453,292.561,111826806.097,87137796.919,G15
2022-11-20 14:18:00,21277845.4,21277849.2,353.82,275.704,111815867.275,87129273.171,G15
2022-11-20 14:18:30,21275887.7,21275891.28,332.103,258.782,111805578.722,87121256.125,G15
2022-11-20 14:19:00,21274053.62,21274057.14,310.343,241.825,111795940.525,87113745.847,G15
2022-11-20 14:19:30,21272343.36,21272346.92,288.776,225.02,111786953.347,87106742.86,G15
2022-11-20 14:20:00,21270757.18,21270760.74,267.077,208.112,111778617.5,87100247.4,G15
2022-11-20 14:20:30,21269294.84,21269298.54,245.391,191.214,111770933.398,87094259.795,G15
2022-11-20 14:21:00,21267956.68,21267960.28,223.556,174.2,111763901.283,87088780.233,G15
2022-11-20 14:21:30,21266742.68,21266746.26,201.775,157.227,111757521.51,87083808.987,G15
2022-11-20 14:22:00,21265652.86,21265656.46,179.983,140.246,111751794.391,87079346.303,G15
2022-11-20 14:22:30,21264687.22,21264690.82,158.241,123.305,111746720.102,87075392.318,G15
2022-11-20 14:23:00,21263845.9,21263849.54,136.44,106.317,111742299.175,87071947.446,G15
2022-11-20 14:23:30,21263128.98,21263132.64,114.688,89.368,111738531.688,87069011.747,G15
2022-11-20 14:24:00,21262536.38,21262539.86,92.874,72.369,111735417.572,87066585.172,G15
2022-11-20 14:24:30,21262068.1,21262071.86,71.073,55.381,111732957.177,87064667.988,G15
2022-11-20 14:25:00,21261724.4,21261728.12,49.334,38.442,111731150.746,87063260.385,G15
2022-11-20 14:25:30,21261505.1,21261508.88,27.453,21.392,111729998.217,87062362.314,G15
2022-11-20 14:26:00,21261410.2,21261413.84,5.77,4.496,111729499.609,87061973.792,G15
2022-11-20 14:26:30,21261439.78,21261443.54,-16.111,-12.554,111729655.236,87062095.063,G15
2022-11-20 14:27:00,21261593.96,21261597.62,-37.875,-29.513,111730464.951,87062726.013,G15
2022-11-20 14:27:30,21261872.42,21261876.18,-59.668,-46.494,111731928.738,87063866.633,G15
2022-11-20 14:28:00,21262275.44,21262279.22,-81.445,-63.463,111734046.872,87065517.131,G15
2022-11-20 14:28:30,21262802.94,21262806.68,-103.277,-80.476,111736818.898,87067677.157,G15
2022-11-20 14:29:00,21263454.78,21263458.56,-125.075,-97.461,111740244.595,87070346.536,G15
2022-11-20 14:29:30,21264231.06,21264234.94,-146.902,-114.469,111744324.163,87073525.428,G15
2022-11-20 14:30:00,21265131.84,21265135.62,-168.687,-131.444,111749057.736,87077213.931,G15
2022-11-20 14:30:30,21266157.04,21266160.78,-190.503,-148.444,111754444.899,87081411.726,G15
2022-11-20 14:31:00,21267306.4,21267310.22,-212.222,-165.368,111760485.471,87086118.675,G15
2022-11-20 14:31:30,21268580.3,21268584.06,-234.023,-182.356,111767179.151,87091334.534,G15
2022-11-20 14:32:00,21269978.12,21269982.02,-255.661,-199.216,111774525.451,87097058.928,G15
2022-11-20 14:32:30,21271500.24,21271504.24,-277.5,-216.234,111782524.545,87103291.993,G15
2022-11-20 14:33:00,21273146.72,21273150.48,-299.289,-233.212,111791176.144,87110033.5,G15
2022-11-20 14:33:30,21274917.16,21274920.88,-321.041,-250.162,111800479.814,87117283.117,G15
2022-11-20 14:34:00,21276811.48,21276815.34,-342.664,-267.011,111810435.113,87125040.495,G15
2022-11-20 14:34:30,21278829.88,21278833.78,-364.38,-283.933,111821041.88,87133305.518,G15
2022-11-20 14:35:00,21280972.22,21280975.98,-386.053,-300.821,111832299.535,87142077.719,G15
2022-11-20 14:35:30,21283238.22,21283241.92,-407.876,-317.825,111844207.55,87151356.696,G15
2022-11-20 14:36:00,21285627.88,21285631.72,-429.445,-334.632,111856765.737,87161142.3,G15
2022-11-20 14:36:30,21288141.54,21288145.12,-451.134,-351.533,111869973.646,87171434.175,G15
2022-11-20 14:37:00,21290778.32,21290782.04,-472.658,-368.305,111883830.588,87182231.797,G15
2022-11-20 14:37:30,21293538.44,21293542.24,-494.356,-385.213,111898335.979,87193534.701,G15
2022-11-20 14:38:00,21296422.24,21296425.88,-515.881,-401.985,111913489.515,87205342.659,G15
2022-11-20 14:38:30,21299429.16,21299432.76,-537.478,-418.814,111929290.794,87217655.336,G15
2022-11-20 14:39:00,21302559.02,21302562.68,-558.964,-435.557,111945738.603,87230471.821,G15
2022-11-20 14:39:30,21305811.98,21305815.52,-580.66,-452.462,111962832.577,87243791.8,G15
2022-11-20 14:40:00,21309187.68,21309191.26,-602.119,-469.184,111980572.095,87257614.803,G15
2022-11-20 14:40:30,21312686.14,21312689.68,-623.594,-485.917,111998956.342,87271940.191,G15
2022-11-20 14:41:00,21316307.2,21316310.66,-645.079,-502.659,112017984.907,87286767.644,G15
2022-11-20 14:41:30,21320050.68,21320054.2,-666.489,-519.342,112037657.053,87302096.591,G15
2022-11-20 14:42:00,21323916.4,21323919.96,-687.812,-535.958,112057971.723,87317926.204,G15
2022-11-20 14:42:30,21327904.32,21327907.88,-709.27,-552.678,112078928.279,87334255.983,G15
2022-11-20 14:43:00,21332014.16,21332017.8,-730.544,-569.255,112100525.865,87351085.269,G15
2022-11-20 14:43:30,21336245.86,21336249.44,-751.888,-585.887,112122763.632,87368413.402,G15
2022-11-20 14:44:00,21340599.26,21340602.82,-773.235,-602.52,112145640.707,87386239.692,G15
2022-11-20 14:44:30,21345074.06,21345077.7,-794.545,-619.126,112169156.168,87404563.426,G15
2022-11-20 14:45:00,21349670.42,21349673.92,-815.736,-635.638,112193309.317,87423384.062,G15
2022-11-20 14:45:30,21354387.66,21354391.26,-836.951,-652.169,112218099.122,87442700.791,G15
2022-11-20 14:46:00,21359225.94,21359229.4,-858.182,-668.714,112243524.5,87462512.769,G15
2022-11-20 14:46:30,21364184.98,21364188.56,-879.219,-685.106,112269584.494,87482819.254,G15
2022-11-20 14:47:00,21369264.54,21369268.14,-900.383,-701.597,112296278.072,87503619.436,G15
2022-11-20 14:47:30,21374464.6,21374468.06,-921.361,-717.944,112323604.293,87524912.588,G15
2022-11-20 14:48:00,21379784.82,21379788.16,-942.393,-734.332,112351562.217,87546697.979,G15
2022-11-20 14:48:30,21385224.9,21385228.36,-963.436,-750.729,112380150.551,87568974.592,G15
2022-11-20 14:49:00,21390784.92,21390788.38,-984.524,-767.161,112409368.135,87591741.537,G15
