time,ECEF,sv,position,clock,velocity,dclock
2022-11-20 00:00:00,x,G13,-12921.870442,427.636169,1.2845849082878212e-153,0.0
2022-11-20 00:00:00,y,G13,13575.53111,427.636169,6.047066435663661e-154,0.0
2022-11-20 00:00:00,z,G13,18568.703902,427.636169,4.852585289004319e-33,0.0
2022-11-20 00:00:30,x,G13,-12925.543589,427.636383,3.459309926863313e-86,0.0
2022-11-20 00:00:30,y,G13,13503.424319,427.636383,6.050001925578599e-154,0.0
2022-11-20 00:00:30,z,G13,18618.737053,427.636383,9.0492487884594e-43,0.0
2022-11-20 00:01:00,x,G13,-12929.342031,427.636657,1.7294678670552404e-153,3.190679527327505e+88
2022-11-20 00:01:00,y,G13,13431.134749,427.636657,1.5767182780140951e-52,3.190679527327505e+88
2022-11-20 00:01:00,z,G13,18668.406477,427.636657,2.990703713889773e-67,3.190679527327505e+88
2022-11-20 00:01:30,x,G13,-12933.266505,427.63688,7.49256825795868e-67,0.0
2022-11-20 00:01:30,y,G13,13358.664024,427.63688,3.0574454993872477e-57,0.0
2022-11-20 00:01:30,z,G13,18717.711208,427.63688,3.6965955161781897e-57,0.0
2022-11-20 00:02:00,x,G13,-12937.317743,427.637035,3.5335451847981653e-57,7.748604185489348e-304
2022-11-20 00:02:00,y,G13,13286.013766,427.637035,7.75611211016342e+25,7.748604185489348e-304
2022-11-20 00:02:00,z,G13,18766.650285,427.637035,1.520052580035836e-47,7.748604185489348e-304
2022-11-20 00:02:30,x,G13,-12941.496471,427.637266,3.0568645219406005e-57,6.7684364678994924e-43
2022-11-20 00:02:30,y,G13,13213.185606,427.637266,2.3190164146487625e-52,6.7684364678994924e-43
2022-11-20 00:02:30,z,G13,18815.222755,427.637266,4.46705468504812e-86,6.7684364678994924e-43
2022-11-20 00:03:00,x,G13,-12945.803403,427.637416,1.0333206946677334e-47,3.856541565895642e-57
2022-11-20 00:03:00,y,G13,13140.18118,427.637416,2.990695179885914e-67,3.856541565895642e-57
2022-11-20 00:03:00,z,G13,18863.427674,427.637416,1.917560185819356e-76,3.856541565895642e-57
2022-11-20 00:03:30,x,G13,-12950.239247,427.637676,2.4737982997779237e-91,2.485823148740904e-91
2022-11-20 00:03:30,y,G13,13067.002129,427.637676,6.759482494333667e-67,2.485823148740904e-91
