time,ECEF,sv,position,clock,velocity,dclock
2022-11-20 00:00:00,x,G18,7366.670402,-28.301254,6.013470507487828e-154,0.0
2022-11-20 00:00:00,y,G18,13082.614918,-28.301254,3.856512261680749e-57,0.0
2022-11-20 00:00:00,z,G18,21903.982014,-28.301254,4.563352378599013e-72,0.0
2022-11-20 00:00:30,x,G18,7298.935234,-28.30168,1.793286544069271e-52,0.0
2022-11-20 00:00:30,y,G18,13131.149925,-28.30168,4.080723291713141e-33,0.0
2022-11-20 00:00:30,z,G18,21897.198717,-28.30168,2.8875571816709314e-57,0.0
2022-11-20 00:01:00,x,G18,7231.307787,-28.302089,9.355898655232434e-67,6.05003035457856e-154
2022-11-20 00:01:00,y,G18,13179.792408,-28.302089,3.0599956384055e-57,6.05003035457856e-154
2022-11-20 00:01:00,z,G18,21889.995954,-28.302089,1.5805912423550524e-153,6.05003035457856e-154
2022-11-20 00:01:30,x,G18,7163.789502,-28.302515,3.2168058614817596e-57,0.0
2022-11-20 00:01:30,y,G18,13228.54118,-28.302515,1.6554659911887613e-153,0.0
2022-11-20 00:01:30,z,G18,21882.373849,-28.302515,4.438065154894672e-38,0.0
2022-11-20 00:02:00,x,G18,7096.381805,-28.302928,5.63383950362978e-62,7.748604185489348e-304
2022-11-20 00:02:00,y,G18,13277.395049,-28.302928,3.2174331203285026e-57,7.748604185489348e-304
2022-11-20 00:02:00,z,G18,21874.33253,-28.302928,2.483426287030693e-91,7.748604185489348e-304
2022-11-20 00:02:30,x,G18,7029.086117,-28.303354,6.042729703637156e-154,2.898817121339118e-57
2022-11-20 00:02:30,y,G18,13326.352818,-28.303354,7.704015947898314e-43,2.898817121339118e-57
2022-11-20 00:02:30,z,G18,21865.872136,-28.303354,6.013470374125026e-154,2.898817121339118e-57
2022-11-20 00:03:00,x,G18,6961.903851,-28.303794,3.5328838665789025e-57,6.041267461883e-154
2022-11-20 00:03:00,y,G18,13375.413279,-28.303794,1.426047515438272e-71,6.041267461883e-154
2022-11-20 00:03:00,z,G18,21856.992812,-28.303794,1.9022125913164705e-52,6.041267461883e-154
2022-11-20 00:03:30,x,G18,6894.836414,-28.30422,9.164444712445376e-72,1.1956603724920433e-71
2022-11-20 00:03:30,y,G18,13424.575219,-28.30422,4.262830260524903e-86,1.1956603724920433e-71
2022-11-20 00:03:30,z,G18,21847.694711,-28.30422,2.966209571882232e-260,1.1956603724920433e-71
2022-11-20 00:04:00,x,G18,6827.885207,-28.304647,2.4738357440098457e-91,3.6710851408762894e-62
2022-11-20 00:04:00,y,G18,13473.837415,-28.304647,3.312584787662597e-33,3.6710851408762894e-62
2022-11-20 00:04:00,z,G18,21837.977997,-28.304647,6.1238108002735905e-62,3.6710851408762894e-62
2022-11-20 00:04:30,x,G18,6761.051622,-28.305075,7.121692678263542e-67,1.805860615309434e+16
2022-11-20 00:04:30,y,G18,13523.198638,-28.305075,3.1351375885768576e-33,1.805860615309434e+16
2022-11-20 00:04:30,z,G18,21827.842838,-28.305075,4.066466642372527e-86,1.805860615309434e+16
2022-11-20 00:05:00,x,G18,6694.337045,-28.305483,1.8806660785780057e-153,2.212973844553269e-52
2022-11-20 00:05:00,y,G18,13572.657651,-28.305483,1.5773332052323639e-52,2.212973844553269e-52
2022-11-20 00:05:00,z,G18,21817.289413,-28.305483,6.013572954526101e-154,2.212973844553269e-52
2022-11-20 00:05:30,x,G18,6627.742855,-28.305906,9.964234910445941e-48,2.577711983120069e-57
2022-11-20 00:05:30,y,G18,13622.213209,-28.305906,7.859187182701605e-67,2.577711983120069e-57
2022-11-20 00:05:30,z,G18,21806.317907,-28.305906,7.259062175456782e-43,2.577711983120069e-57
2022-11-20 00:06:00,x,G18,6561.270424,-28.306333,6.05001328404879e-154,7.117329149945191e-67
2022-11-20 00:06:00,y,G18,13671.86406,-28.306333,9.049276318255681e-43,7.117329149945191e-67
2022-11-20 00:06:00,z,G18,21794.928515,-28.306333,6.723118349619643e-67,7.117329149945191e-67
2022-11-20 00:06:30,x,G18,6494.921118,-28.306761,2.4209663625199028e-52,2.473798080324348e-91
2022-11-20 00:06:30,y,G18,13721.608944,-28.306761,7.835879817158125e-67,2.473798080324348e-91
2022-11-20 00:06:30,z,G18,21783.121439,-28.306761,4.8522150285859076e-245,2.473798080324348e-91
2022-11-20 00:07:00,x,G18,6428.696292,-28.307186,6.013601450205431e-154,3.460862402858829e-86
2022-11-20 00:07:00,y,G18,13771.446594,-28.307186,5.932780324663294e-38,3.460862402858829e-86
2022-11-20 00:07:00,z,G18,21770.896888,-28.307186,2.1861148890475826e-71,3.460862402858829e-86
2022-11-20 00:07:30,x,G18,6362.597299,-28.307602,1.5714201907874865e-76,3.7706994451321796e+77
2022-11-20 00:07:30,y,G18,13821.375736,-28.307602,1.0314125914364005e-71,3.7706994451321796e+77
2022-11-20 00:07:30,z,G18,21758.255081,-28.307602,3.65880625677496e-86,3.7706994451321796e+77
2022-11-20 00:08:00,x,G18,6296.62548,-28.308029,4.398133473187947e-245,3.5036847083192514e-33
2022-11-20 00:08:00,y,G18,13871.395089,-28.308029,2.4738450804699566e-91,3.5036847083192514e-33
2022-11-20 00:08:00,z,G18,21745.196244,-28.308029,5.932780289767698e-38,3.5036847083192514e-33
2022-11-20 00:08:30,x,G18,6230.782171,-28.308457,1.5697335321143595e-76,4.419445729616341e-62
2022-11-20 00:08:30,y,G18,13921.503364,-28.308457,6.382715306977834e-67,4.419445729616341e-62
2022-11-20 00:08:30,z,G18,21731.72061,-28.308457,5.341526100975047e-38,4.419445729616341e-62
2022-11-20 00:09:00,x,G18,6165.068701,-28.308881,1.5197905238069087e-47,8.61260840589871e-67
2022-11-20 00:09:00,y,G18,13971.699264,-28.308881,1.8792071175784636e-153,8.61260840589871e-67
2022-11-20 00:09:00,z,G18,21717.828423,-28.308881,2.4061886612571717e-57,8.61260840589871e-67
2022-11-20 00:09:30,x,G18,6099.486391,-28.309314,6.042735527439411e-154,4.2619771497291186e-86
2022-11-20 00:09:30,y,G18,14021.981487,-28.309314,1.2439612712819304e-47,4.2619771497291186e-86
2022-11-20 00:09:30,z,G18,21703.519932,-28.309314,3.3312247486361166e+35,4.2619771497291186e-86
2022-11-20 00:10:00,x,G18,6034.036553,-28.309747,5.326602834011753e-38,1.2447547687770343e-47
2022-11-20 00:10:00,y,G18,14072.348723,-28.309747,1.2558156755908707e-71,1.2447547687770343e-47
2022-11-20 00:10:00,z,G18,21688.795395,-28.309747,1.45056591781552e-47,1.2447547687770343e-47
2022-11-20 00:10:30,x,G18,5968.720494,-28.310162,1.0294219747991154e-71,3.070008001241915e-57
2022-11-20 00:10:30,y,G18,14122.799654,-28.310162,6.047066441740446e-154,3.070008001241915e-57
2022-11-20 00:10:30,z,G18,21673.655078,-28.310162,5.048886060296949e-38,3.070008001241915e-57
2022-11-20 00:11:00,x,G18,5903.539512,-28.310629,9.96003759633141e-43,2.895647282875821e-57
2022-11-20 00:11:00,y,G18,14173.332956,-28.310629,5.640103988916517e-38,2.895647282875821e-57
2022-11-20 00:11:00,z,G18,21658.099256,-28.310629,3.6627457803106784e-86,2.895647282875821e-57
2022-11-20 00:11:30,x,G18,5838.494897,-28.311115,5.401673562121121e-67,1.3042288014801795e-76
2022-11-20 00:11:30,y,G18,14223.947298,-28.311115,5.638906632475359e-38,1.3042288014801795e-76
2022-11-20 00:11:30,z,G18,21642.128211,-28.311115,6.013470018483292e-154,1.3042288014801795e-76
2022-11-20 00:12:00,x,G18,5773.587931,-28.311535,8.984977950514189e-67,1.8997655776883655e-52
2022-11-20 00:12:00,y,G18,14274.641342,-28.311535,1.72975121977355e-153,1.8997655776883655e-52
2022-11-20 00:12:00,z,G18,21625.742232,-28.311535,5.600171239475748e-67,1.8997655776883655e-52
2022-11-20 00:12:30,x,G18,5708.819891,-28.311953,8.969034319466629e-67,3.936031990683284e-62
2022-11-20 00:12:30,y,G18,14325.413743,-28.311953,7.679335932464644e-43,3.936031990683284e-62
2022-11-20 00:12:30,z,G18,21608.941618,-28.311953,1.745176769755616e-76,3.936031990683284e-62
2022-11-20 00:13:00,x,G18,5644.192042,-28.312381,1.5204215307414812e-52,1.3119706175453955e-71
2022-11-20 00:13:00,y,G18,14376.263151,-28.312381,4.085237304636005e-33,1.3119706175453955e-71
2022-11-20 00:13:00,z,G18,21591.726675,-28.312381,1.3565646019240885e-153,1.3119706175453955e-71
2022-11-20 00:13:30,x,G18,5579.705646,-28.312816,3.663512922045363e-86,1.107653427778917e-47
2022-11-20 00:13:30,y,G18,14427.188205,-28.312816,6.045648807901385e-154,1.107653427778917e-47
2022-11-20 00:13:30,z,G18,21574.097717,-28.312816,1.2439581595597841e-47,1.107653427778917e-47
2022-11-20 00:14:00,x,G18,5515.361952,-28.313249,3.770701696792306e+77,6.013584247626383e-154
2022-11-20 00:14:00,y,G18,14478.187543,-28.313249,4.6491491294687594e-62,6.013584247626383e-154
2022-11-20 00:14:00,z,G18,21556.055066,-28.313249,2.629774475065852e-52,6.013584247626383e-154
2022-11-20 00:14:30,x,G18,5451.162205,-28.31367,2.0042630717149178e-76,9.065027001085232e-43
2022-11-20 00:14:30,y,G18,14529.259792,-28.31367,1.1446086069361159e-71,9.065027001085232e-43
2022-11-20 00:14:30,z,G18,21537.599052,-28.31367,4.4631182057256346e-86,9.065027001085232e-43
2022-11-20 00:15:00,x,G18,5387.10764,-28.314098,8.546292896698073e-72,1.6569238408606854e-153
2022-11-20 00:15:00,y,G18,14580.403573,-28.314098,2.473856802409124e-91,1.6569238408606854e-153
2022-11-20 00:15:00,z,G18,21518.730013,-28.314098,8.232960535657501e-67,1.6569238408606854e-153
2022-11-20 00:15:30,x,G18,5323.199485,-28.314505,6.013470374384491e-154,1.1071167744566635e-47
2022-11-20 00:15:30,y,G18,14631.617504,-28.314505,3.853425196562961e-57,1.1071167744566635e-47
2022-11-20 00:15:30,z,G18,21499.448295,-28.314505,6.424913971861649e-67,1.1071167744566635e-47
2022-11-20 00:16:00,x,G18,5259.438959,-28.314931,1.3189460840040767e-259,4.262041786170107e-86
2022-11-20 00:16:00,y,G18,14682.900192,-28.314931,1.897691396890681e-52,4.262041786170107e-86
2022-11-20 00:16:00,z,G18,21479.754251,-28.314931,1.3837447693979313e-47,4.262041786170107e-86
2022-11-20 00:17:00,x,G18,5132.365631,-28.315781,1.908371235264237e-52,5.395567707279157e-62
2022-11-20 00:17:00,y,G18,14785.666246,-28.315781,4.466269337959496e-86,5.395567707279157e-62
2022-11-20 00:17:00,z,G18,21439.130644,-28.315781,6.044163827234669e-154,5.395567707279157e-62
2022-11-20 00:17:30,x,G18,5069.055228,-28.316205,5.660869302911881e-38,5.883625097470372e-62
2022-11-20 00:17:30,y,G18,14837.146799,-28.316205,3.6642952488909374e-86,5.883625097470372e-62
2022-11-20 00:17:30,z,G18,21418.201827,-28.316205,6.041290222671102e-154,5.883625097470372e-62
2022-11-20 00:18:00,x,G18,5005.89725,-28.316633,1.3040647539572656e-76,1.8043414687542127e-153
2022-11-20 00:18:00,y,G18,14888.690482,-28.316633,6.013595671556688e-154,1.8043414687542127e-153
2022-11-20 00:18:00,z,G18,21396.86218,-28.316633,4.66524965852025e-33,1.8043414687542127e-153
2022-11-20 00:18:30,x,G18,4942.892875,-28.317057,1.690540037869648e-52,6.371033569228129e-67
2022-11-20 00:18:30,y,G18,14940.295873,-28.317057,1.6591536798457155e-76,6.371033569228129e-67
2022-11-20 00:18:30,z,G18,21375.112095,-28.317057,2.0906248399885646e-76,6.371033569228129e-67
2022-11-20 00:19:00,x,G18,4880.043274,-28.317481,6.753545053656754e-67,5.35423903192594e-38
2022-11-20 00:19:00,y,G18,14991.961545,-28.317481,5.542293894944636e-245,5.35423903192594e-38
2022-11-20 00:19:00,z,G18,21352.951976,-28.317481,2.4738520665517655e-91,5.35423903192594e-38
2022-11-20 00:19:30,x,G18,4817.349609,-28.317911,2.0882700126566654e-76,6.045626047458558e-154
2022-11-20 00:19:30,y,G18,15043.686062,-28.317911,3.615460265291036e-43,6.045626047458558e-154
2022-11-20 00:19:30,z,G18,21330.38223,-28.317911,2.423018209113653e-52,6.045626047458558e-154
2022-11-20 00:20:00,x,G18,4754.813031,-28.318337,4.544810193549672e-76,8.598937515436876e-43
2022-11-20 00:20:00,y,G18,15095.467985,-28.318337,7.412515506925673e-38,8.598937515436876e-43
2022-11-20 00:20:00,z,G18,21307.403275,-28.318337,1.2079587145910836e-153,8.598937515436876e-43
2022-11-20 00:20:30,x,G18,4692.434687,-28.318757,1.8301864337825034e-76,2.990683893537323e-67
2022-11-20 00:20:30,y,G18,15147.305867,-28.318757,1.8301678976089853e-76,2.990683893537323e-67
2022-11-20 00:20:30,z,G18,21284.015537,-28.318757,9.355898699451989e-67,2.990683893537323e-67
2022-11-20 00:21:00,x,G18,4630.215712,-28.319186,4.0633248467145636e-86,4.0177152876255465e-57
2022-11-20 00:21:00,y,G18,15199.198256,-28.319186,6.050024797505317e-154,4.0177152876255465e-57
2022-11-20 00:21:00,z,G18,21260.219448,-28.319186,5.634856188337569e-62,4.0177152876255465e-57
2022-11-20 00:21:30,x,G18,4568.157233,-28.319606,5.637715828206879e-62,6.013584179806797e-154
2022-11-20 00:21:30,y,G18,15251.143693,-28.319606,5.516754064520314e-48,6.013584179806797e-154
2022-11-20 00:21:30,z,G18,21236.015449,-28.319606,4.0158362571279916e-57,6.013584179806797e-154
2022-11-20 00:22:00,x,G18,4506.260371,-28.320027,1.5071720584407265e-153,6.756584677199456e-67
2022-11-20 00:22:00,y,G18,15303.140716,-28.320027,6.771946583591315e-43,6.756584677199456e-67
2022-11-20 00:22:00,z,G18,21211.403989,-28.320027,2.4738568297695205e-91,6.756584677199456e-67
2022-11-20 00:22:30,x,G18,4444.526235,-28.320462,4.464395957886472e-33,1.582330208806272e-153
2022-11-20 00:22:30,y,G18,15355.187855,-28.320462,1.8058605548586188e+16,1.582330208806272e-153
2022-11-20 00:22:30,z,G18,21186.385525,-28.320462,4.08672696759035e-33,1.582330208806272e-153
2022-11-20 00:23:00,x,G18,4382.955926,-28.320879,8.971926586909864e-67,1.1996511462581875e-71
2022-11-20 00:23:00,y,G18,15407.283634,-28.320879,1.1992168042230244e-71,1.1996511462581875e-71
2022-11-20 00:23:00,z,G18,21160.960521,-28.320879,1.5062980296908393e-153,1.1996511462581875e-71
2022-11-20 00:23:30,x,G18,4321.550539,-28.321293,2.484030223280448e-91,3.6635190096267496e-86
2022-11-20 00:23:30,y,G18,15459.426574,-28.321293,9.049255605167681e-43,3.6635190096267496e-86
2022-11-20 00:23:30,z,G18,21135.129449,-28.321293,9.964235053896054e-48,3.6635190096267496e-86
2022-11-20 00:24:00,x,G18,4260.311156,-28.32171,4.084461455629446e-33,6.013584246489219e-154
2022-11-20 00:24:00,y,G18,15511.615188,-28.32171,2.473798080395643e-91,6.013584246489219e-154
2022-11-20 00:24:00,z,G18,21108.892791,-28.32171,3.8546552899831594e-57,6.013584246489219e-154
2022-11-20 00:24:30,x,G18,4199.238853,-28.32214,2.3194210787604672e-52,2.005590070881494e-76
2022-11-20 00:24:30,y,G18,15563.847984,-28.32214,3.4569351289292926e-86,2.005590070881494e-76
2022-11-20 00:24:30,z,G18,21082.251033,-28.32214,6.048573625089068e-154,2.005590070881494e-76
2022-11-20 00:25:00,x,G18,4138.334697,-28.322561,1.577331552814327e-52,5.7720337645353925e-245
2022-11-20 00:25:00,y,G18,15616.123466,-28.322561,3.7707149137036965e+77,5.7720337645353925e-245
2022-11-20 00:25:00,z,G18,21055.204671,-28.322561,3.376063881724599e-57,5.7720337645353925e-245
2022-11-20 00:25:30,x,G18,4077.599746,-28.323003,1.4325841299851964e-153,5.15534844803055e-62
2022-11-20 00:25:30,y,G18,15668.440131,-28.323003,1.0335879752407972e-47,5.15534844803055e-62
2022-11-20 00:25:30,z,G18,21027.754211,-28.323003,2.990706499441583e-67,5.15534844803055e-62
2022-11-20 00:26:00,x,G18,4017.035047,-28.323414,1.1779460628998857e-47,5.516754474344454e-48
2022-11-20 00:26:00,y,G18,15720.796472,-28.323414,1.3818706445235727e-47,5.516754474344454e-48
2022-11-20 00:26:00,z,G18,20999.900162,-28.323414,4.4719308308473705e-33,5.516754474344454e-48
2022-11-20 00:26:30,x,G18,3956.641641,-28.323833,6.047088466603007e-154,1.3153199168284582e-47
2022-11-20 00:26:30,y,G18,15773.190976,-28.323833,3.116239073337457e-33,1.3153199168284582e-47
2022-11-20 00:26:30,z,G18,20971.643044,-28.323833,6.013470485697099e-154,1.3153199168284582e-47
2022-11-20 00:27:00,x,G18,3896.420559,-28.324261,7.112874401065535e-67,6.042718456825869e-154
2022-11-20 00:27:00,y,G18,15825.622126,-28.324261,2.6314106177966767e-52,6.042718456825869e-154
2022-11-20 00:27:00,z,G18,20942.983384,-28.324261,7.259055815623833e-43,6.042718456825869e-154
2022-11-20 00:27:30,x,G18,3836.372821,-28.324679,6.379834535136216e-67,8.60242607334514e-67
2022-11-20 00:27:30,y,G18,15878.088397,-28.324679,4.060940567774929e-86,8.60242607334514e-67
2022-11-20 00:27:30,z,G18,20913.921718,-28.324679,2.9674112833801525e-260,8.60242607334514e-67
2022-11-20 00:28:00,x,G18,3776.499441,-28.3251,4.563434422267211e-72,5.6009154923940574e-67
2022-11-20 00:28:00,y,G18,15930.588263,-28.3251,5.940815790652295e-38,5.6009154923940574e-67
2022-11-20 00:28:00,z,G18,20884.458587,-28.3251,3.93702976804869e-62,5.6009154923940574e-67
2022-11-20 00:28:30,x,G18,3716.801422,-28.325537,1.1776735661694337e-47,1.8058605749656784e+16
2022-11-20 00:28:30,y,G18,15983.12019,-28.325537,9.213341311057798e-72,1.8058605749656784e+16
2022-11-20 00:28:30,z,G18,20854.594542,-28.325537,4.6626330174418325e-86,1.8058605749656784e+16
2022-11-20 00:29:00,x,G18,3657.279759,-28.325956,1.655757332658508e-153,2.525786968424504e-52
2022-11-20 00:29:00,y,G18,16035.68264,-28.325956,2.4068121592994464e-57,2.525786968424504e-52
2022-11-20 00:29:00,z,G18,20824.330142,-28.325956,6.013578533738071e-154,2.525786968424504e-52
2022-11-20 00:29:30,x,G18,3597.935435,-28.326374,1.9599449443850324e-62,1.6564655278709746e-76
2022-11-20 00:29:30,y,G18,16088.274072,-28.326374,7.864988476852739e-67,1.6564655278709746e-76
2022-11-20 00:29:30,z,G18,20793.665952,-28.326374,1.0307458249980836e-71,1.6564655278709746e-76
2022-11-20 00:30:00,x,G18,3538.769429,-28.326786,7.404453118769791e-38,2.3199791424221098e-57
2022-11-20 00:30:00,y,G18,16140.892936,-28.326786,6.517020451791724e-38,2.3199791424221098e-57
2022-11-20 00:30:00,z,G18,20762.602546,-28.326786,5.765773036058613e-245,2.3199791424221098e-57
2022-11-20 00:30:30,x,G18,3479.782705,-28.327201,1.8301678974678446e-76,4.912228589070239e-62
2022-11-20 00:30:30,y,G18,16193.537682,-28.327201,6.824759398310051e-38,4.912228589070239e-62
2022-11-20 00:30:30,z,G18,20731.140506,-28.327201,5.3965321588309225e-62,4.912228589070239e-62
2022-11-20 00:31:00,x,G18,3420.976221,-28.327624,2.4864247624398595e-91,3.459303778466951e-86
